bidder_id,payment_account,address,outcome,trade_count,most_used_device,device_counts,most_used_country,country_counts,average_times,most_merchandise,merchandise_counts,most_used_ip,ip_counts,most_used_url,url_counts
88103add66b7113729a9ca82540684c9il94h,60ee2c42c91d2ae262a5f37e111f91dab3bg0,9c799e345c0afe31a525f1f620740ee119tbb,0.0,1.0,phone119,1.0,in,1.0,-0.9761439021615818,books and music,1.0,41.156.124.106,1.0,vasstdc27m7nks3,1.0
e4a9bdad09ebc5d5a264723855fcaaad6q52x,a0dc95936282ff8eef7ffa54f295255c1gg8n,fa442b098896fe3f9aca16a6f100e5974s7wi,0.0,656.0,phone65,54.0,id,314.0,1.3166508803771269,mobile,656.0,186.186.132.192,10.0,vasstdc27m7nks3,164.0
bd7d5414174da6df4b018c21495e8a2cxiose,a3d2de7675556553a5f08e4c88d2c228nfl0h,b26a9adfd0a784b91bbf92bee3350074yynl5,0.0,603.0,phone22,39.0,tr,488.0,1.3227898943048582,jewelry,603.0,81.0.185.14,26.0,vasstdc27m7nks3,163.0
8b109c0aee5ed07fc996e73d28e65888o5jmc,a3d2de7675556553a5f08e4c88d2c228kyy0m,c4d1be4df14003386aa7311666fe3bf2zzmxs,0.0,1.0,phone811,1.0,my,1.0,1.4033940935187794,mobile,1.0,137.122.156.187,1.0,4pqc42hu9nvsfa7,1.0
6e18a078182a21b8522bb69a822cc338in7rn,f2cc650fedae4d52095dcc1782e45a373owlb,4363bd110b8f6c1f9109b7d65b649ce0jumb5,0.0,39.0,phone28,8.0,za,39.0,-0.38985719020958814,sporting goods,39.0,117.223.253.225,5.0,021v0bktpcc1yvc,4.0
d9177cca9a1bfe3478cc4f11a0d57de2p8ahp,a3d2de7675556553a5f08e4c88d2c228oggrt,5cd3ac90b6c7c8f41e527a938db8492c35gx8,0.0,1.0,phone65,1.0,cn,1.0,-1.0459183038191189,sporting goods,1.0,89.160.115.91,1.0,vasstdc27m7nks3,1.0
4444bfb455b90711234e0c25345abbaddrt0x,1b223b8687ec3408c7cd13c1582e5cf89m6r9,94ffc372dce471cc407d01eb2491950cw4jip,0.0,1278.1606425702812,phone4,170.14457831325302,in,504.3152610441767,0.29838293500740404,mobile,1278.1606425702812,213.225.77.188,51.036144578313255,vasstdc27m7nks3,552.4076305220883
a6414c637c6f1275e2c62c48fb238c5d5aw03,a3d2de7675556553a5f08e4c88d2c22870oa9,18efe9aa2a264f71020ed46242cab513im7qs,0.0,5.0,phone5,2.0,in,4.0,-0.6176580378945807,mobile,5.0,149.149.222.34,2.0,vasstdc27m7nks3,2.0
313bb0007cbdd82f326d58c96847294c9hz4k,f6f08c62f2be82dc3bc9c4b00e76c988kv1x3,2f995e135b90d98e8af4dfdb128ae6ccvgy6u,0.0,5.0,phone65,3.0,cn,3.0,-0.6408028249250854,mobile,5.0,139.158.144.223,1.0,vasstdc27m7nks3,3.0
a37b105534ddcabb169f6ae3ec928d85slw6z,a3d2de7675556553a5f08e4c88d2c2287jhlh,4b4e76eb424876a97c32219866321838lacv8,0.0,7.0,phone4,2.0,id,3.0,1.348611258209162,home goods,7.0,107.245.155.232,1.0,vasstdc27m7nks3,4.0
f9753e9fd6e25e0a1ae176ab95c31146iaqnv,f59998f253a31167010d2deb2bc4f8b1bv9w0,162c6a0806857137879cb7d4126c35cf6aygt,0.0,25.0,phone4,10.0,in,25.0,1.3398675067041212,mobile,25.0,213.225.77.188,3.0,vasstdc27m7nks3,14.0
b258a38ef4cc6ea241b5473ee9badd32ekhoy,a3d2de7675556553a5f08e4c88d2c2285odf9,8adb39c02032df1b9d0a655401ec3b5bbme5b,0.0,1.0,phone673,1.0,lt,1.0,0.21334323048616358,mobile,1.0,58.104.64.47,1.0,ohmrizooaemxvw8,1.0
45cfe8744884eb207048e3cbee31ec56hd9lm,a3d2de7675556553a5f08e4c88d2c2288uy6e,6a3908bbb5cd298d25521099465a623byh1qr,0.0,5.0,phone33,3.0,in,4.0,1.3216465791630772,jewelry,5.0,136.22.133.237,2.0,vasstdc27m7nks3,3.0
1b26a52e1e5980c8487bb35cf5027fdfwfnzp,879c7091fb98052b8ea2f0cd41fe50a3ht0be,7f9e09d47507cf6432086dd4f53814fem7jm5,0.0,2.0,phone2,1.0,za,2.0,-1.0856267511890945,sporting goods,2.0,145.141.114.164,1.0,i10qc9b0eew6d1c,2.0
cffb5f3c1f4ca815d0f643fcb2f2f316beod4,06602d61e71d281961c94a143471a38ei23rd,a3d2de7675556553a5f08e4c88d2c228o21d6,0.0,51421.0,phone4,7404.0,ke,12589.0,1.3104966064821872,jewelry,51421.0,192.148.188.102,516.0,vasstdc27m7nks3,17080.0
272a9183c10d9e80eda8ccaf6682db71203nk,a3d2de7675556553a5f08e4c88d2c22839gkm,a3d2de7675556553a5f08e4c88d2c228g1czh,0.0,1.0,phone2599,1.0,th,1.0,1.4100587284052688,home goods,1.0,119.66.153.113,1.0,v1nxkjvuh1qongz,1.0
60b8145bcfed7a5f2a23b596a8aff99cdzn4m,5d0b7d8f7c4f94cc58e6891f30dc6030nx7xd,6d17923098a99d8fa50dd7ff7311f5e1585dq,0.0,111.0,phone4,30.0,id,101.0,1.3264988623126281,sporting goods,111.0,10.41.20.216,3.0,vasstdc27m7nks3,63.0
e588d3f7a141147e4f8dba29377144707vupo,a8906c9c90744330a3d81b58484603faampb3,b312117de5aeb80a49c753f562c4b2d3sezk5,0.0,3.0,phone289,1.0,bd,1.0,1.3303497886169102,mobile,3.0,165.59.78.105,1.0,vasstdc27m7nks3,2.0
2e1eb5b56591662fd7ecd7b39621bbcfgd1ks,fe4347a1ae4124e2b7ee04d216de6dd72lydc,a3d2de7675556553a5f08e4c88d2c228qtdfm,0.0,1.0,phone101,1.0,in,1.0,-1.056770364050477,sporting goods,1.0,166.191.137.175,1.0,mux947j1blw7l2u,1.0
0bf6e0e5184b3599bbb4ba1fb3a43549ije34,10e3a87cfffd430416ba197ed87786aajk3mq,13f16b801dd300fdfacbefe1685c8834ycx1k,0.0,1.0,phone252,1.0,mz,1.0,-1.2136225861566858,mobile,1.0,130.103.127.241,1.0,grc5zh4hhv8wq8i,1.0
309f446bdb138faeb18072285ccd9901gz80c,a3d2de7675556553a5f08e4c88d2c22897zdw,63f6d994e83702f2689d6dfbe6941ac8shogr,0.0,944.0,phone3,68.0,in,552.0,1.3179956098825762,office equipment,944.0,14.179.250.176,11.0,4ovc5zyt32trizt,469.0
6a97f70ba29a04e77eb3b137e157070dc2mqc,2d93130495263374d90e26288ec37b5buv06j,52debdb56cf223cbd0add65b910d40336e1zv,0.0,9.0,phone5,2.0,id,9.0,-0.2856143439507735,mobile,9.0,60.211.98.234,4.0,vasstdc27m7nks3,8.0
45fe4f0fb849e7195a1efd5495d1285f2culj,31a774fd9640913e9878d513df8a23dclh73i,26f81ae926e469099f9e2a45cf6702120fdya,0.0,6.0,phone1044,2.0,ar,2.0,-0.6932627267678794,jewelry,6.0,50.222.22.42,2.0,vasstdc27m7nks3,3.0
b970a53727b2bfaf02079779c846a52fj3f0q,d0ed6177f04efe9e081d28f063fed0e8zpurc,c7ede474b7a2015e82e2d6651f8b043dq6ukp,0.0,2.0,phone180,1.0,my,1.0,0.049081908944493664,jewelry,2.0,233.91.40.199,1.0,0jlqdz3ugvp7y5l,1.0
84f06d2c69695fe24cd69f8a1aae21a7kozbn,f399d0d2579f7d3e766024a371e5b0f43ppyw,26e2ac38532db7d9bac197efd813a2d64jby6,0.0,39.0,phone20,8.0,in,32.0,-0.7778390241222911,jewelry,39.0,9.223.163.176,7.0,twrdhpvkbr6ue9o,3.0
a664b6b42fd48403fbd34800063fa50bz6k4m,a3d2de7675556553a5f08e4c88d2c228zp7tl,7616ef35562abbfb3e90af513f816e50zhvsy,1.0,165.0,phone33,165.0,sg,165.0,1.4086979653628027,sporting goods,165.0,1.111.89.67,1.0,5b1p75v613vk4d7,38.0
591ef8d73236d150c32716359a61ff2auk6y6,a3d2de7675556553a5f08e4c88d2c228mn264,4c4ea354e162e8d040ec4ca4cece2a4e9xk1s,0.0,6.0,phone41,3.0,in,4.0,-0.31381460321407384,mobile,6.0,146.168.252.77,3.0,6wqwl5ezvwdmntd,3.0
74149197c8684977e397ab60a6a264836b0lv,a3d2de7675556553a5f08e4c88d2c228ymxx3,004ea345038ec0fe71240e0a6b440b1dzsg5f,0.0,2.0,phone140,1.0,in,2.0,1.2710431159071298,sporting goods,2.0,130.148.254.10,1.0,kvljrjb5e82aanw,1.0
1680f758aecded6e25096b3a6199b38en6n73,c114a96e91325e7a6be1df9197e18da1uvpir,a3d2de7675556553a5f08e4c88d2c228uxhaw,0.0,10.0,phone394,3.0,za,5.0,1.3106082776322796,home goods,10.0,54.148.156.124,2.0,vasstdc27m7nks3,9.0
6a31ec9cbfe23a9398e80403859f0402cg4ql,c238db6c012aee5b80f2501857fc5a6dqo9lq,a3d2de7675556553a5f08e4c88d2c228gqr98,0.0,5.0,phone2,1.0,uk,3.0,-0.3928031095888626,mobile,5.0,226.104.185.106,1.0,vasstdc27m7nks3,3.0
aa20f72aba9804a4922195f66a876688rugsd,a3d2de7675556553a5f08e4c88d2c228s8vv3,a3d2de7675556553a5f08e4c88d2c228bp0r5,0.0,113.0,phone212,44.0,za,40.0,-0.1631924249024978,mobile,113.0,6.192.198.142,19.0,vasstdc27m7nks3,113.0
98783b6bd490f32f56c315307643c824nimw1,a3d2de7675556553a5f08e4c88d2c228no9d3,a3d2de7675556553a5f08e4c88d2c228e1ygc,0.0,11.0,phone4,4.0,in,8.0,1.3279197614181266,sporting goods,11.0,19.229.76.50,2.0,vasstdc27m7nks3,6.0
bb43fc12fbb0fd2b2536e4033ababf59exffy,ec8ca5bb8527d63bc9b8dd3e1b1b2c51j7gul,093e0b16301ad29c46cb6efc9d1f4554du8uk,0.0,2.0,phone174,2.0,us,2.0,1.2093046258003768,jewelry,2.0,231.63.201.73,2.0,vasstdc27m7nks3,2.0
036a4050a5dd65e70f0f613ec2e38a74re026,a3d2de7675556553a5f08e4c88d2c2281oiod,b9b03d5a127eb07aeb9163cdcf524e13td1at,0.0,2.0,phone115,1.0,in,2.0,-1.1588040617501416,sporting goods,2.0,120.50.143.125,1.0,b3yqvaxlz59vlne,1.0
ca68a41b3a4062f154dc1ae8456cd792d6kp1,5a8c8865eaf65dc094a6bd9d6e7007cfyoes1,8c0208e5d54bcadefc0f3114758d72c423995,0.0,21.0,phone20,3.0,id,9.0,-0.38642670528476614,sporting goods,21.0,136.111.77.221,2.0,vasstdc27m7nks3,10.0
7eb7b2f6a914afba5c3d207dc28a93aed9pnc,a3d2de7675556553a5f08e4c88d2c228m0wby,36cc5c32da0bdaae8f3b312c884c6a4d7txny,0.0,3.0,phone143,3.0,id,3.0,-0.9838372031499117,sporting goods,3.0,120.220.46.118,3.0,txia1325m9laybv,2.0
b416bf88dedd6ccdbc3a2146524500258qdzz,a3d2de7675556553a5f08e4c88d2c228jea4q,a3d2de7675556553a5f08e4c88d2c228w88wj,0.0,7.0,phone6,3.0,ar,4.0,1.3447203599101276,mobile,7.0,133.94.57.58,2.0,vasstdc27m7nks3,7.0
72bc07c7241e1856ba31609d11501c91cswlb,a3d2de7675556553a5f08e4c88d2c228nh8ia,a3d2de7675556553a5f08e4c88d2c228yc19f,0.0,1.0,phone1489,1.0,mx,1.0,1.396585271819773,computers,1.0,10.220.79.253,1.0,vasstdc27m7nks3,1.0
2cc1c5bf18c858fd9c74901d8d80ab70ak8e0,a3d2de7675556553a5f08e4c88d2c2282jp02,dc465fb916d7cab3c086ebbcdcc1ed134vgrz,1.0,218.0,phone46,218.0,au,218.0,1.353841396251654,office equipment,218.0,8.116.0.253,218.0,d897rma6fgxsml3,49.0
01c5692d487454cdbe731df330bef608f48zz,240f40b4e3ce8f0d3bf8b7abdcf7e9d955tqa,58048808b920ee7ff05d34d2f817dae1vt41w,0.0,82.0,phone4,22.0,bd,77.0,-0.5844383853927528,books and music,82.0,57.101.190.69,25.0,vasstdc27m7nks3,46.0
f0f21cd3d51b7a233988cb1c3c5df977zjqkj,45ac2cef27156ebd0b8fd57fe4115348qgcjc,3bebe0cc21c2df376efacaa7c8707645w0pfm,0.0,32.0,phone4,5.0,in,28.0,-0.7407527040213252,mobile,32.0,237.214.80.129,3.0,vasstdc27m7nks3,13.0
4fcdd880c4e1a1767c4d26f74bb3466f11osj,a3d2de7675556553a5f08e4c88d2c228ma0xs,3a7e6a32b24aeab0688e91a41f3188e23njk7,0.0,1278.1606425702812,phone4,170.14457831325302,in,504.3152610441767,0.29838293500740404,mobile,1278.1606425702812,213.225.77.188,51.036144578313255,vasstdc27m7nks3,552.4076305220883
b9c59dcf41cd0a7ba779154872019cabmohkm,a3d2de7675556553a5f08e4c88d2c228sfgef,e81087cfc8768c32f19eab8bb3e8740c8dn8n,0.0,29.0,phone57,5.0,in,27.0,-0.6071750282291786,sporting goods,29.0,216.197.201.221,5.0,vasstdc27m7nks3,13.0
